order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO46689,107,2033,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO46690,106,2040,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO46691,106,2143,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO46692,107,2209,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO46693,241,2211,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46694,241,2221,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46695,222,9209,2011-12-31,2012-01-07,2012-01-12,2049,1,2049
SO46696,108,10167,2011-12-31,2012-01-07,2012-01-12,2443,1,2443
SO46697,245,10174,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46698,243,10207,2011-12-31,2012-01-07,2012-01-12,2182,1,2182
SO46699,92,14962,2011-12-31,2012-01-07,2012-01-12,783,1,783
SO46700,232,5943,2012-01-01,2012-01-08,2012-01-13,1000,1,1000
SO46701,242,4115,2012-01-01,2012-01-08,2012-01-13,2182,1,2182
SO46702,107,4117,2012-01-01,2012-01-08,2012-01-13,2443,1,2443
SO46703,90,9577,2012-01-01,2012-01-08,2012-01-13,783,1,783
SO46704,108,2060,2012-01-01,2012-01-08,2012-01-13,2443,1,2443
SO46705,108,2086,2012-01-01,2012-01-08,2012-01-13,2443,1,2443
SO46706,225,9187,2012-01-01,2012-01-08,2012-01-13,2071,1,2071
SO46707,90,4200,2012-01-01,2012-01-08,2012-01-13,783,1,783
SO46708,243,10201,2012-01-01,2012-01-08,2012-01-13,2182,1,2182
SO46709,235,8173,2012-01-02,2012-01-09,2012-01-14,1000,1,1000
SO46710,227,485,2012-01-02,2012-01-09,2012-01-14,2071,1,2071
SO46711,107,2593,2012-01-02,2012-01-09,2012-01-14,2443,1,2443
SO46712,241,2780,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46713,245,13779,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46714,106,2094,2012-01-02,2012-01-09,2012-01-14,2443,1,2443
SO46715,242,13977,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46716,242,14047,2012-01-02,2012-01-09,2012-01-14,2182,1,2182
SO46717,106,14049,2012-01-02,2012-01-09,2012-01-14,2443,1,2443
SO46718,223,1571,2012-01-02,2012-01-09,2012-01-14,2049,1,2049
SO46719,224,605,2012-01-03,2012-01-10,2012-01-15,2049,1,2049
SO46720,245,2668,2012-01-03,2012-01-10,2012-01-15,2182,1,2182
SO46721,108,5047,2012-01-03,2012-01-10,2012-01-15,2443,1,2443
SO46722,234,6096,2012-01-03,2012-01-10,2012-01-15,1000,1,1000
SO46723,106,1919,2012-01-03,2012-01-10,2012-01-15,2443,1,2443
SO46724,106,17664,2012-01-03,2012-01-10,2012-01-15,2443,1,2443
SO46725,107,10192,2012-01-03,2012-01-10,2012-01-15,2443,1,2443
SO46726,241,10000,2012-01-03,2012-01-10,2012-01-15,2182,1,2182
SO46727,108,10003,2012-01-03,2012-01-10,2012-01-15,2443,1,2443
SO46728,222,1355,2012-01-03,2012-01-10,2012-01-15,2049,1,2049
SO46729,94,15020,2012-01-03,2012-01-10,2012-01-15,783,1,783
SO46730,244,4101,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46731,245,4102,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46732,234,2993,2012-01-04,2012-01-11,2012-01-16,1000,1,1000
SO46733,242,13782,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46734,242,2061,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46735,245,2227,2012-01-04,2012-01-11,2012-01-16,2182,1,2182
SO46736,223,1342,2012-01-04,2012-01-11,2012-01-16,2049,1,2049
SO46737,226,1347,2012-01-04,2012-01-11,2012-01-16,2071,1,2071
SO46738,224,1577,2012-01-04,2012-01-11,2012-01-16,2049,1,2049
SO46739,241,4700,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46740,244,1981,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46741,108,17767,2012-01-05,2012-01-12,2012-01-17,2443,1,2443
SO46742,222,9207,2012-01-05,2012-01-12,2012-01-17,2049,1,2049
SO46743,241,10184,2012-01-05,2012-01-12,2012-01-17,2182,1,2182
SO46744,108,10200,2012-01-05,2012-01-12,2012-01-17,2443,1,2443
SO46745,107,2057,2012-01-06,2012-01-13,2012-01-18,2443,1,2443
SO46746,106,2058,2012-01-06,2012-01-13,2012-01-18,2443,1,2443
SO46747,223,15128,2012-01-06,2012-01-13,2012-01-18,2049,1,2049
SO46748,223,15253,2012-01-06,2012-01-13,2012-01-18,2049,1,2049
SO46749,226,1351,2012-01-06,2012-01-13,2012-01-18,2071,1,2071
SO46750,243,5055,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO46751,243,1935,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO46752,87,8932,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO46753,244,10216,2012-01-07,2012-01-14,2012-01-19,2182,1,2182
SO46754,94,14959,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO46755,87,15024,2012-01-07,2012-01-14,2012-01-19,783,1,783
SO46756,233,2994,2012-01-07,2012-01-14,2012-01-19,1000,1,1000
SO46757,226,15175,2012-01-08,2012-01-15,2012-01-20,2071,1,2071
SO46758,235,7131,2012-01-08,2012-01-15,2012-01-20,1000,1,1000
SO46759,241,5034,2012-01-08,2012-01-15,2012-01-20,2182,1,2182
SO46760,235,2987,2012-01-08,2012-01-15,2012-01-20,1000,1,1000
SO46761,96,8925,2012-01-08,2012-01-15,2012-01-20,783,1,783
SO46762,106,2064,2012-01-08,2012-01-15,2012-01-20,2443,1,2443
SO46763,242,2203,2012-01-08,2012-01-15,2012-01-20,2182,1,2182
SO46764,223,15239,2012-01-08,2012-01-15,2012-01-20,2049,1,2049
SO46765,88,4192,2012-01-08,2012-01-15,2012-01-20,783,1,783
SO46766,107,10217,2012-01-08,2012-01-15,2012-01-20,2443,1,2443
SO46767,224,1574,2012-01-08,2012-01-15,2012-01-20,2049,1,2049
SO46768,85,15021,2012-01-08,2012-01-15,2012-01-20,783,1,783
SO46769,243,4703,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46770,108,4358,2012-01-09,2012-01-16,2012-01-21,2443,1,2443
SO46771,243,2069,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46772,242,2162,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46773,245,2174,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46774,242,2226,2012-01-09,2012-01-16,2012-01-21,2182,1,2182
SO46775,225,15250,2012-01-09,2012-01-16,2012-01-21,2071,1,2071
SO46776,223,1357,2012-01-09,2012-01-16,2012-01-21,2049,1,2049
SO46777,227,569,2012-01-10,2012-01-17,2012-01-22,2071,1,2071
SO46778,225,611,2012-01-10,2012-01-17,2012-01-22,2071,1,2071
SO46779,243,4930,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46780,244,1943,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46781,244,1950,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46782,245,1976,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46783,90,8070,2012-01-10,2012-01-17,2012-01-22,783,1,783
SO46784,242,2179,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46785,241,2191,2012-01-10,2012-01-17,2012-01-22,2182,1,2182
SO46786,226,15202,2012-01-10,2012-01-17,2012-01-22,2071,1,2071
SO46787,88,4196,2012-01-10,2012-01-17,2012-01-22,783,1,783
SO46788,222,1343,2012-01-10,2012-01-17,2012-01-22,2049,1,2049
SO46789,222,17507,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46790,244,1931,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46791,107,2017,2012-01-11,2012-01-18,2012-01-23,2443,1,2443
SO46792,241,2084,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46793,242,2215,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46794,241,13978,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46795,224,15235,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46796,223,15248,2012-01-11,2012-01-18,2012-01-23,2049,1,2049
SO46797,245,10198,2012-01-11,2012-01-18,2012-01-23,2182,1,2182
SO46798,106,10202,2012-01-11,2012-01-18,2012-01-23,2443,1,2443
SO46799,245,2663,2012-01-12,2012-01-19,2012-01-24,2182,1,2182
SO46800,108,2020,2012-01-12,2012-01-19,2012-01-24,2443,1,2443
SO46801,106,14095,2012-01-12,2012-01-19,2012-01-24,2443,1,2443
SO46802,90,4189,2012-01-12,2012-01-19,2012-01-24,783,1,783
SO46803,244,2596,2012-01-13,2012-01-20,2012-01-25,2182,1,2182
SO46804,95,8053,2012-01-13,2012-01-20,2012-01-25,783,1,783
SO46805,241,2056,2012-01-13,2012-01-20,2012-01-25,2182,1,2182
SO46806,108,10196,2012-01-13,2012-01-20,2012-01-25,2443,1,2443
SO46807,226,1340,2012-01-13,2012-01-20,2012-01-25,2071,1,2071
SO46808,223,1348,2012-01-13,2012-01-20,2012-01-25,2049,1,2049
SO46809,245,2767,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46810,108,4623,2012-01-14,2012-01-21,2012-01-26,2443,1,2443
SO46811,107,1942,2012-01-14,2012-01-21,2012-01-26,2443,1,2443
SO46812,245,2070,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46813,244,2153,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46814,245,2166,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46815,242,14094,2012-01-14,2012-01-21,2012-01-26,2182,1,2182
SO46816,108,2231,2012-01-14,2012-01-21,2012-01-26,2443,1,2443
SO46817,227,15122,2012-01-14,2012-01-21,2012-01-26,2071,1,2071
SO46818,107,10212,2012-01-14,2012-01-21,2012-01-26,2443,1,2443
SO46819,106,10002,2012-01-14,2012-01-21,2012-01-26,2443,1,2443
SO46820,225,17511,2012-01-15,2012-01-22,2012-01-27,2071,1,2071
SO46821,243,13825,2012-01-15,2012-01-22,2012-01-27,2182,1,2182
SO46822,96,4156,2012-01-15,2012-01-22,2012-01-27,783,1,783
SO46823,95,4194,2012-01-15,2012-01-22,2012-01-27,783,1,783
SO46824,234,13609,2012-01-15,2012-01-22,2012-01-27,1000,1,1000
SO46825,226,1575,2012-01-15,2012-01-22,2012-01-27,2071,1,2071
SO46826,223,1576,2012-01-15,2012-01-22,2012-01-27,2049,1,2049
SO46827,241,2800,2012-01-16,2012-01-23,2012-01-28,2182,1,2182
SO46828,234,2991,2012-01-16,2012-01-23,2012-01-28,1000,1,1000
SO46829,107,13787,2012-01-16,2012-01-23,2012-01-28,2443,1,2443
SO46830,90,8911,2012-01-16,2012-01-23,2012-01-28,783,1,783
SO46831,107,2067,2012-01-16,2012-01-23,2012-01-28,2443,1,2443
SO46832,225,9189,2012-01-16,2012-01-23,2012-01-28,2071,1,2071
SO46833,226,1361,2012-01-16,2012-01-23,2012-01-28,2071,1,2071
SO46834,244,1924,2012-01-16,2012-01-23,2012-01-28,2182,1,2182
SO46835,245,2769,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46836,243,2770,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46837,232,3004,2012-01-17,2012-01-24,2012-01-29,1000,1,1000
SO46838,242,1923,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46839,242,13818,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46840,107,2059,2012-01-17,2012-01-24,2012-01-29,2443,1,2443
SO46841,245,2175,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46842,94,4167,2012-01-17,2012-01-24,2012-01-29,783,1,783
SO46843,242,10169,2012-01-17,2012-01-24,2012-01-29,2182,1,2182
SO46844,222,1344,2012-01-17,2012-01-24,2012-01-29,2049,1,2049
SO46845,222,604,2012-01-18,2012-01-25,2012-01-30,2049,1,2049
SO46846,241,2576,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46847,245,2794,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46848,245,5202,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46849,108,13961,2012-01-18,2012-01-25,2012-01-30,2443,1,2443
SO46850,108,2222,2012-01-18,2012-01-25,2012-01-30,2443,1,2443
SO46851,223,9210,2012-01-18,2012-01-25,2012-01-30,2049,1,2049
SO46852,88,4195,2012-01-18,2012-01-25,2012-01-30,783,1,783
SO46853,106,10193,2012-01-18,2012-01-25,2012-01-30,2443,1,2443
SO46854,242,9998,2012-01-18,2012-01-25,2012-01-30,2182,1,2182
SO46855,244,4118,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46856,108,1936,2012-01-19,2012-01-26,2012-01-31,2443,1,2443
SO46857,245,2065,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46858,108,2068,2012-01-19,2012-01-26,2012-01-31,2443,1,2443
SO46859,108,2206,2012-01-19,2012-01-26,2012-01-31,2443,1,2443
SO46860,245,10181,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46861,243,10215,2012-01-19,2012-01-26,2012-01-31,2182,1,2182
SO46862,224,551,2012-01-20,2012-01-27,2012-02-01,2049,1,2049
SO46863,224,576,2012-01-20,2012-01-27,2012-02-01,2049,1,2049
SO46864,241,5046,2012-01-20,2012-01-27,2012-02-01,2182,1,2182
SO46865,242,4457,2012-01-20,2012-01-27,2012-02-01,2182,1,2182
SO46866,107,1982,2012-01-20,2012-01-27,2012-02-01,2443,1,2443
SO46867,243,2030,2012-01-20,2012-01-27,2012-02-01,2182,1,2182
SO46868,107,2190,2012-01-20,2012-01-27,2012-02-01,2443,1,2443
SO46869,244,2578,2012-01-21,2012-01-28,2012-02-02,2182,1,2182
SO46870,106,2606,2012-01-21,2012-01-28,2012-02-02,2443,1,2443
SO46871,108,2801,2012-01-21,2012-01-28,2012-02-02,2443,1,2443
SO46872,234,8187,2012-01-21,2012-01-28,2012-02-02,1000,1,1000
SO46873,243,10168,2012-01-21,2012-01-28,2012-02-02,2182,1,2182
SO46874,232,13607,2012-01-21,2012-01-28,2012-02-02,1000,1,1000
SO46875,224,471,2012-01-22,2012-01-29,2012-02-03,2049,1,2049
SO46876,242,4085,2012-01-22,2012-01-29,2012-02-03,2182,1,2182
SO46877,108,1927,2012-01-22,2012-01-29,2012-02-03,2443,1,2443
SO46878,107,14062,2012-01-22,2012-01-29,2012-02-03,2443,1,2443
SO46879,244,2225,2012-01-22,2012-01-29,2012-02-03,2182,1,2182
SO46880,89,4168,2012-01-22,2012-01-29,2012-02-03,783,1,783
SO46881,226,1573,2012-01-22,2012-01-29,2012-02-03,2071,1,2071
SO46882,87,14961,2012-01-22,2012-01-29,2012-02-03,783,1,783
SO46883,225,15242,2012-01-22,2012-01-29,2012-02-03,2071,1,2071
SO46884,106,2566,2012-01-23,2012-01-30,2012-02-04,2443,1,2443
SO46885,241,4934,2012-01-23,2012-01-30,2012-02-04,2182,1,2182
SO46886,243,17670,2012-01-23,2012-01-30,2012-02-04,2182,1,2182
SO46887,224,1341,2012-01-23,2012-01-30,2012-02-04,2049,1,2049
SO46888,96,15022,2012-01-23,2012-01-30,2012-02-04,783,1,783
SO46889,233,8174,2012-01-24,2012-01-31,2012-02-05,1000,1,1000
SO46890,106,1922,2012-01-24,2012-01-31,2012-02-05,2443,1,2443
SO46891,96,9593,2012-01-24,2012-01-31,2012-02-05,783,1,783
SO46892,108,2087,2012-01-24,2012-01-31,2012-02-05,2443,1,2443
SO46893,107,17660,2012-01-24,2012-01-31,2012-02-05,2443,1,2443
SO46894,227,15121,2012-01-24,2012-01-31,2012-02-05,2071,1,2071
SO46895,226,15184,2012-01-24,2012-01-31,2012-02-05,2071,1,2071
SO46896,88,4190,2012-01-24,2012-01-31,2012-02-05,783,1,783
SO46897,106,10180,2012-01-24,2012-01-31,2012-02-05,2443,1,2443
SO46898,107,10206,2012-01-24,2012-01-31,2012-02-05,2443,1,2443
SO46899,232,3000,2012-01-25,2012-02-01,2012-02-06,1000,1,1000
SO46900,242,10195,2012-01-25,2012-02-01,2012-02-06,2182,1,2182
SO46901,242,10204,2012-01-25,2012-02-01,2012-02-06,2182,1,2182
SO46902,242,10001,2012-01-25,2012-02-01,2012-02-06,2182,1,2182
SO46903,226,1354,2012-01-25,2012-02-01,2012-02-06,2071,1,2071
SO46904,235,6081,2012-01-26,2012-02-02,2012-02-07,1000,1,1000
SO46905,242,5054,2012-01-26,2012-02-02,2012-02-07,2182,1,2182
SO46906,106,1951,2012-01-26,2012-02-02,2012-02-07,2443,1,2443
SO46907,106,2088,2012-01-26,2012-02-02,2012-02-07,2443,1,2443
SO46908,108,10190,2012-01-26,2012-02-02,2012-02-07,2443,1,2443
SO46909,244,9999,2012-01-26,2012-02-02,2012-02-07,2182,1,2182
SO46910,93,9711,2012-01-27,2012-02-03,2012-02-08,783,1,783
SO46911,243,13833,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46912,243,2178,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46913,242,2213,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46914,227,15246,2012-01-27,2012-02-03,2012-02-08,2071,1,2071
SO46915,224,15277,2012-01-27,2012-02-03,2012-02-08,2049,1,2049
SO46916,92,4197,2012-01-27,2012-02-03,2012-02-08,783,1,783
SO46917,245,10203,2012-01-27,2012-02-03,2012-02-08,2182,1,2182
SO46918,87,15023,2012-01-27,2012-02-03,2012-02-08,783,1,783
SO46919,224,482,2012-01-27,2012-02-03,2012-02-08,2049,1,2049
SO46920,224,610,2012-01-28,2012-02-04,2012-02-09,2049,1,2049
SO46921,245,4455,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46922,106,2089,2012-01-28,2012-02-04,2012-02-09,2443,1,2443
SO46923,107,2177,2012-01-28,2012-02-04,2012-02-09,2443,1,2443
SO46924,242,2204,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46925,241,10166,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46926,243,10170,2012-01-28,2012-02-04,2012-02-09,2182,1,2182
SO46927,224,1349,2012-01-28,2012-02-04,2012-02-09,2049,1,2049
SO46928,227,1359,2012-01-28,2012-02-04,2012-02-09,2071,1,2071
SO47068,108,2247,2012-01-29,2012-02-05,2012-02-10,2443,1,2443
SO47069,233,3018,2012-01-29,2012-02-05,2012-02-10,1000,1,1000
SO47070,235,3026,2012-01-29,2012-02-05,2012-02-10,1000,1,1000
SO47071,107,4668,2012-01-29,2012-02-05,2012-02-10,2443,1,2443
SO47072,86,9063,2012-01-29,2012-02-05,2012-02-10,783,1,783
SO47073,107,14288,2012-01-29,2012-02-05,2012-02-10,2443,1,2443
SO47074,224,15294,2012-01-29,2012-02-05,2012-02-10,2049,1,2049
SO47075,223,1686,2012-01-29,2012-02-05,2012-02-10,2049,1,2049
SO47076,224,1589,2012-01-29,2012-02-05,2012-02-10,2049,1,2049
SO47077,107,5330,2012-01-30,2012-02-06,2012-02-11,2443,1,2443
SO47078,242,2249,2012-01-30,2012-02-06,2012-02-11,2182,1,2182
SO47079,242,2360,2012-01-30,2012-02-06,2012-02-11,2182,1,2182
SO47080,223,15303,2012-01-30,2012-02-06,2012-02-11,2049,1,2049
SO47081,86,4204,2012-01-30,2012-02-06,2012-02-11,783,1,783
SO47082,95,4255,2012-01-30,2012-02-06,2012-02-11,783,1,783
SO47083,92,4289,2012-01-30,2012-02-06,2012-02-11,783,1,783
SO47084,108,10562,2012-01-30,2012-02-06,2012-02-11,2443,1,2443
SO47085,244,5312,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47086,241,2379,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47087,243,2384,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47088,107,2275,2012-01-31,2012-02-07,2012-02-12,2443,1,2443
SO47089,86,4285,2012-01-31,2012-02-07,2012-02-12,783,1,783
SO47090,243,10395,2012-01-31,2012-02-07,2012-02-12,2182,1,2182
SO47091,226,17533,2012-02-01,2012-02-08,2012-02-13,2071,1,2071
SO47092,107,17803,2012-02-01,2012-02-08,2012-02-13,2443,1,2443
SO47093,107,2381,2012-02-01,2012-02-08,2012-02-13,2443,1,2443
SO47094,243,4665,2012-02-01,2012-02-08,2012-02-13,2182,1,2182
SO47095,108,14096,2012-02-01,2012-02-08,2012-02-13,2443,1,2443
SO47096,226,15284,2012-02-01,2012-02-08,2012-02-13,2071,1,2071
SO47097,108,10258,2012-02-01,2012-02-08,2012-02-13,2443,1,2443
SO47098,223,1668,2012-02-01,2012-02-08,2012-02-13,2049,1,2049
SO47099,96,15135,2012-02-01,2012-02-08,2012-02-13,783,1,783
SO47100,223,613,2012-02-02,2012-02-09,2012-02-14,2049,1,2049
SO47101,245,5261,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47102,108,2425,2012-02-02,2012-02-09,2012-02-14,2443,1,2443
SO47103,106,2370,2012-02-02,2012-02-09,2012-02-14,2443,1,2443
SO47104,244,2280,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47105,245,2320,2012-02-02,2012-02-09,2012-02-14,2182,1,2182
SO47106,107,14362,2012-02-02,2012-02-09,2012-02-14,2443,1,2443
SO47107,225,617,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47108,107,2840,2012-02-03,2012-02-10,2012-02-15,2443,1,2443
SO47109,242,17820,2012-02-03,2012-02-10,2012-02-15,2182,1,2182
SO47110,108,17851,2012-02-03,2012-02-10,2012-02-15,2443,1,2443
SO47111,107,14101,2012-02-03,2012-02-10,2012-02-15,2443,1,2443
SO47112,227,9319,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47113,87,4256,2012-02-03,2012-02-10,2012-02-15,783,1,783
SO47114,241,10388,2012-02-03,2012-02-10,2012-02-15,2182,1,2182
SO47115,108,10394,2012-02-03,2012-02-10,2012-02-15,2443,1,2443
SO47116,235,13612,2012-02-03,2012-02-10,2012-02-15,1000,1,1000
SO47117,226,1587,2012-02-03,2012-02-10,2012-02-15,2071,1,2071
SO47118,224,17542,2012-02-03,2012-02-10,2012-02-15,2049,1,2049
SO47119,106,5276,2012-02-04,2012-02-11,2012-02-16,2443,1,2443
SO47120,232,3007,2012-02-04,2012-02-11,2012-02-16,1000,1,1000
SO47121,242,17833,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47122,245,2363,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47123,245,14409,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47124,245,2385,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47125,242,2326,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47126,245,2327,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47127,245,10259,2012-02-04,2012-02-11,2012-02-16,2182,1,2182
SO47128,106,10557,2012-02-04,2012-02-11,2012-02-16,2443,1,2443
SO47129,225,1678,2012-02-04,2012-02-11,2012-02-16,2071,1,2071
SO47130,242,5407,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47131,245,2244,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47132,242,2284,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47133,244,2358,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47134,226,15297,2012-02-05,2012-02-12,2012-02-17,2071,1,2071
SO47135,87,16028,2012-02-05,2012-02-12,2012-02-17,783,1,783
SO47136,244,10390,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47137,245,2349,2012-02-05,2012-02-12,2012-02-17,2182,1,2182
SO47138,244,5309,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47139,242,2239,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47140,227,15291,2012-02-06,2012-02-13,2012-02-18,2071,1,2071
SO47141,245,10226,2012-02-06,2012-02-13,2012-02-18,2182,1,2182
SO47142,107,10231,2012-02-06,2012-02-13,2012-02-18,2443,1,2443
SO47143,224,1685,2012-02-06,2012-02-13,2012-02-18,2049,1,2049
SO47144,87,15034,2012-02-06,2012-02-13,2012-02-18,783,1,783
SO47145,85,15132,2012-02-06,2012-02-13,2012-02-18,783,1,783
SO47146,236,7134,2012-02-07,2012-02-14,2012-02-19,1000,1,1000
SO47147,242,2325,2012-02-07,2012-02-14,2012-02-19,2182,1,2182
SO47148,243,10260,2012-02-07,2012-02-14,2012-02-19,2182,1,2182
SO47149,223,1670,2012-02-07,2012-02-14,2012-02-19,2049,1,2049
SO47150,108,4626,2012-02-08,2012-02-15,2012-02-20,2443,1,2443
SO47151,108,14364,2012-02-08,2012-02-15,2012-02-20,2443,1,2443
SO47152,223,17548,2012-02-08,2012-02-15,2012-02-20,2049,1,2049
SO47153,94,15025,2012-02-08,2012-02-15,2012-02-20,783,1,783
SO47154,89,15134,2012-02-08,2012-02-15,2012-02-20,783,1,783
SO47155,108,2802,2012-02-09,2012-02-16,2012-02-21,2443,1,2443
SO47156,241,17838,2012-02-09,2012-02-16,2012-02-21,2182,1,2182
SO47157,107,14865,2012-02-09,2012-02-16,2012-02-21,2443,1,2443
SO47158,223,15281,2012-02-09,2012-02-16,2012-02-21,2049,1,2049
SO47159,224,15301,2012-02-09,2012-02-16,2012-02-21,2049,1,2049
SO47160,107,10404,2012-02-09,2012-02-16,2012-02-21,2443,1,2443
SO47161,242,10409,2012-02-09,2012-02-16,2012-02-21,2182,1,2182
SO47162,245,10419,2012-02-09,2012-02-16,2012-02-21,2182,1,2182
SO47163,224,1672,2012-02-09,2012-02-16,2012-02-21,2049,1,2049
SO47164,223,1124,2012-02-10,2012-02-17,2012-02-22,2049,1,2049
SO47165,108,4650,2012-02-10,2012-02-17,2012-02-22,2443,1,2443
SO47166,106,4657,2012-02-10,2012-02-17,2012-02-22,2443,1,2443
SO47167,242,2420,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47168,243,2287,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47169,225,15282,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47170,243,10229,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47171,241,10553,2012-02-10,2012-02-17,2012-02-22,2182,1,2182
SO47172,225,1669,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47173,227,1676,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47174,226,1585,2012-02-10,2012-02-17,2012-02-22,2071,1,2071
SO47175,106,2813,2012-02-10,2012-02-17,2012-02-22,2443,1,2443
SO47176,222,493,2012-02-11,2012-02-18,2012-02-23,2049,1,2049
SO47177,232,3023,2012-02-11,2012-02-18,2012-02-23,1000,1,1000
SO47178,233,3027,2012-02-11,2012-02-18,2012-02-23,1000,1,1000
SO47179,243,17849,2012-02-11,2012-02-18,2012-02-23,2182,1,2182
SO47180,108,2288,2012-02-11,2012-02-18,2012-02-23,2443,1,2443
SO47181,106,2330,2012-02-11,2012-02-18,2012-02-23,2443,1,2443
SO47182,226,15299,2012-02-11,2012-02-18,2012-02-23,2071,1,2071
SO47183,89,4201,2012-02-11,2012-02-18,2012-02-23,783,1,783
SO47184,244,10381,2012-02-11,2012-02-18,2012-02-23,2182,1,2182
SO47185,227,1134,2012-02-11,2012-02-18,2012-02-23,2071,1,2071
SO47186,245,2807,2012-02-12,2012-02-19,2012-02-24,2182,1,2182
SO47187,234,7135,2012-02-12,2012-02-19,2012-02-24,1000,1,1000
